	UF	televisao por assinatura	televisao com recepcao de sinal digital de tv abertaa	V02270	rede celular 3G ou 4G	conexao discada	banda larga	rendimento mensal domiciliar per capita
39016	19	3.0	1.0	2	2.0	4.0	2.0	4.0
39017	19	1.0	1.0	4	2.0	4.0	2.0	5.0
39020	19	3.0	1.0	1	4.0	4.0	2.0	4.0
39021	19	1.0	1.0	3	4.0	4.0	2.0	4.0
39022	19	3.0	1.0	2	2.0	4.0	2.0	3.0
39023	19	3.0	1.0	1	4.0	4.0	2.0	3.0
39025	19	3.0	1.0	1	2.0	4.0	2.0	3.0
39026	19	3.0	3.0	0	2.0	4.0	2.0	3.0
39027	19	3.0	1.0	1	4.0	4.0	2.0	3.0
39028	19	1.0	1.0	1	4.0	4.0	2.0	3.0
39030	19	3.0	3.0	0	2.0	4.0	4.0	1.0
39035	19	3.0	1.0	1	4.0	4.0	2.0	2.0
39045	19	3.0	3.0	0	2.0	4.0	4.0	2.0
39046	19	3.0	3.0	0	2.0	4.0	2.0	3.0
39048	19	3.0	3.0	1	2.0	4.0	4.0	4.0
39050	19	3.0	3.0	0	2.0	4.0	4.0	4.0
39052	19	3.0	1.0	1	2.0	4.0	4.0	3.0
39053	19	3.0	1.0	1	2.0	4.0	4.0	3.0
39054	19	3.0	1.0	1	4.0	4.0	2.0	3.0
39055	19	3.0	1.0	1	2.0	4.0	4.0	1.0
39056	19	3.0	1.0	1	2.0	4.0	4.0	2.0
39057	19	3.0	1.0	1	4.0	4.0	2.0	3.0
39059	19	3.0	3.0	0	2.0	4.0	4.0	2.0
39061	19	3.0	3.0	0	2.0	4.0	4.0	2.0
39063	19	1.0	1.0	0	2.0	4.0	4.0	3.0
39064	19	1.0	1.0	2	2.0	4.0	2.0	4.0
39065	19	3.0	1.0	1	2.0	4.0	2.0	99.0
39068	19	1.0	1.0	3	4.0	4.0	2.0	4.0
39070	19	3.0	3.0	0	4.0	4.0	2.0	3.0
39072	19	3.0	3.0	3	2.0	4.0	2.0	5.0
39073	19	3.0	1.0	1	2.0	4.0	4.0	4.0
39076	19	1.0	1.0	1	2.0	4.0	2.0	6.0
39078	19	1.0	1.0	2	2.0	4.0	2.0	4.0
39079	19	3.0	3.0	0	2.0	4.0	2.0	2.0
39091	19	3.0	3.0	0	2.0	4.0	4.0	3.0
39093	19	3.0	3.0	0	2.0	4.0	4.0	2.0
39095	19	3.0	1.0	1	4.0	4.0	2.0	3.0
39096	19	3.0	1.0	1	4.0	4.0	2.0	2.0
39099	19	3.0	3.0	0	2.0	4.0	4.0	2.0
39102	19	3.0	1.0	3	4.0	4.0	2.0	4.0
39103	19	3.0	3.0	0	2.0	2.0	4.0	3.0
39104	19	3.0	1.0	3	4.0	4.0	2.0	3.0
39106	19	3.0	1.0	2	4.0	4.0	2.0	3.0
39107	19	3.0	1.0	1	2.0	2.0	4.0	4.0
39108	19	3.0	1.0	1	2.0	4.0	2.0	3.0
39112	19	3.0	1.0	1	4.0	4.0	2.0	4.0
39116	19	3.0	1.0	1	2.0	4.0	2.0	2.0
39122	19	3.0	1.0	1	2.0	4.0	2.0	2.0
39123	19	3.0	3.0	0	2.0	4.0	2.0	4.0
39129	19	3.0	3.0	0	2.0	2.0	4.0	3.0
39130	19	3.0	1.0	1	2.0	4.0	4.0	4.0
39131	19	3.0	1.0	1	4.0	4.0	2.0	3.0
39141	19	1.0	1.0	1	2.0	4.0	4.0	2.0
39148	19	3.0	1.0	1	4.0	4.0	2.0	2.0
39150	19	3.0	1.0	2	4.0	4.0	2.0	2.0
39152	19	3.0	1.0	2	2.0	4.0	2.0	3.0
39155	19	3.0	3.0	0	2.0	4.0	2.0	2.0
39156	19	3.0	1.0	1	4.0	2.0	4.0	4.0
39162	19	3.0	3.0	0	2.0	4.0	4.0	4.0
39175	19	3.0	3.0	0	2.0	4.0	4.0	3.0
39188	19	3.0	1.0	1	4.0	4.0	2.0	1.0
39192	19	1.0	1.0	1	4.0	4.0	2.0	4.0
39194	19	3.0	1.0	1	4.0	4.0	2.0	2.0
39195	19	1.0	1.0	1	4.0	4.0	2.0	4.0
39197	19	3.0	1.0	1	4.0	4.0	2.0	3.0
39198	19	3.0	1.0	1	4.0	4.0	2.0	1.0
39199	19	3.0	3.0	1	4.0	4.0	2.0	1.0
39202	19	3.0	3.0	0	2.0	4.0	2.0	3.0
39207	19	3.0	3.0	0	2.0	4.0	4.0	1.0
39208	19	3.0	3.0	0	2.0	4.0	4.0	3.0
39213	19	3.0	3.0	1	2.0	4.0	2.0	2.0
39217	19	3.0	3.0	0	2.0	4.0	4.0	3.0
39218	19	3.0	3.0	2	2.0	4.0	2.0	3.0
39222	19	3.0	3.0	0	2.0	4.0	4.0	2.0
39223	19	3.0	3.0	0	2.0	4.0	2.0	3.0
39224	19	3.0	3.0	0	2.0	4.0	4.0	3.0
39225	19	3.0	3.0	1	2.0	4.0	4.0	3.0
39226	19	3.0	3.0	1	2.0	4.0	4.0	3.0
39228	19	3.0	3.0	0	2.0	4.0	4.0	2.0
39231	19	3.0	3.0	0	2.0	4.0	4.0	1.0
39232	19	3.0	3.0	1	2.0	4.0	2.0	3.0
39234	19	3.0	3.0	1	2.0	4.0	2.0	3.0
39236	19	3.0	1.0	2	2.0	4.0	2.0	6.0
39239	19	3.0	3.0	0	2.0	4.0	4.0	2.0
39240	19	3.0	3.0	0	2.0	4.0	2.0	3.0
39241	19	3.0	3.0	1	4.0	4.0	2.0	3.0
39245	19	3.0	3.0	1	2.0	4.0	4.0	1.0
39248	19	3.0	3.0	0	2.0	4.0	2.0	2.0
39250	19	3.0	3.0	0	2.0	4.0	4.0	2.0
39251	19	3.0	3.0	0	2.0	4.0	4.0	3.0
39254	19	3.0	3.0	0	2.0	4.0	4.0	2.0
39263	19	3.0	3.0	0	2.0	4.0	2.0	2.0
39267	19	3.0	3.0	0	2.0	4.0	2.0	1.0
39274	19	3.0	3.0	0	4.0	4.0	2.0	3.0
39275	19	3.0	1.0	4	4.0	4.0	2.0	4.0
39276	19	3.0	3.0	1	4.0	4.0	2.0	4.0
39278	19	3.0	3.0	2	4.0	4.0	2.0	4.0
39279	19	3.0	3.0	1	2.0	4.0	2.0	3.0
39281	19	3.0	3.0	0	2.0	4.0	2.0	2.0
39283	19	3.0	3.0	2	4.0	4.0	2.0	3.0
39284	19	1.0	3.0	2	4.0	4.0	2.0	7.0
39285	19	1.0	3.0	1	4.0	4.0	2.0	6.0
39286	19	3.0	3.0	1	4.0	4.0	2.0	5.0
39288	19	3.0	1.0	1	2.0	4.0	2.0	4.0
39290	19	1.0	1.0	1	2.0	4.0	2.0	6.0
39291	19	1.0	3.0	2	4.0	4.0	2.0	3.0
39292	19	3.0	1.0	1	4.0	4.0	2.0	4.0
39294	19	3.0	3.0	2	4.0	4.0	2.0	4.0
39295	19	3.0	3.0	1	4.0	4.0	2.0	4.0
39298	19	3.0	3.0	1	4.0	4.0	2.0	2.0
39299	19	3.0	1.0	1	2.0	4.0	2.0	4.0
39300	19	3.0	3.0	1	2.0	4.0	4.0	3.0
39301	19	3.0	1.0	1	2.0	4.0	2.0	4.0
39302	19	3.0	3.0	1	4.0	4.0	2.0	4.0
39303	19	3.0	3.0	0	4.0	4.0	2.0	3.0
39304	19	1.0	3.0	1	2.0	4.0	4.0	1.0
39307	19	3.0	3.0	1	4.0	4.0	2.0	2.0
39310	19	3.0	3.0	1	4.0	4.0	2.0	3.0
39311	19	3.0	3.0	0	4.0	4.0	2.0	2.0
39314	19	1.0	1.0	1	4.0	4.0	2.0	1.0
39316	19	1.0	1.0	1	4.0	4.0	2.0	2.0
39321	19	3.0	3.0	1	4.0	4.0	2.0	4.0
39324	19	3.0	3.0	0	4.0	4.0	2.0	2.0
39326	19	3.0	3.0	1	4.0	4.0	2.0	2.0
39332	19	3.0	3.0	0	4.0	4.0	2.0	2.0
39337	19	3.0	3.0	0	4.0	4.0	2.0	4.0
39340	19	3.0	3.0	0	4.0	4.0	2.0	4.0
39342	19	3.0	3.0	0	4.0	4.0	2.0	3.0
39346	19	3.0	3.0	0	4.0	4.0	2.0	4.0
39349	19	3.0	3.0	0	4.0	4.0	2.0	4.0
39352	19	3.0	3.0	1	4.0	4.0	2.0	1.0
39353	19	3.0	3.0	0	4.0	4.0	2.0	3.0
39355	19	1.0	3.0	0	2.0	4.0	4.0	2.0
39358	19	1.0	1.0	2	2.0	4.0	2.0	2.0
39359	19	3.0	1.0	1	2.0	4.0	2.0	3.0
39363	19	3.0	1.0	1	2.0	4.0	2.0	2.0
39364	19	3.0	3.0	1	4.0	4.0	2.0	2.0
39365	19	3.0	3.0	0	2.0	4.0	4.0	2.0
39366	19	3.0	3.0	0	2.0	4.0	4.0	4.0
39367	19	3.0	3.0	0	2.0	4.0	4.0	3.0
39369	19	3.0	3.0	0	2.0	4.0	4.0	3.0
39370	10	3.0	1.0	1	2.0	4.0	2.0	2.0
39371	10	3.0	1.0	1	2.0	4.0	2.0	2.0
39378	10	3.0	1.0	1	2.0	4.0	2.0	2.0
39380	10	3.0	1.0	1	2.0	4.0	4.0	3.0
39381	10	1.0	1.0	1	2.0	4.0	4.0	2.0
39383	10	3.0	1.0	0	2.0	4.0	4.0	2.0
39384	10	1.0	1.0	1	2.0	4.0	4.0	4.0
39386	10	3.0	1.0	0	4.0	4.0	2.0	3.0
39391	10	3.0	3.0	0	4.0	4.0	2.0	3.0
39394	10	3.0	1.0	3	4.0	4.0	2.0	2.0
39395	10	1.0	1.0	1	4.0	4.0	2.0	3.0
39396	10	3.0	1.0	1	2.0	4.0	4.0	4.0
39397	10	3.0	1.0	3	4.0	4.0	2.0	4.0
39400	10	3.0	1.0	2	4.0	4.0	2.0	3.0
39404	10	3.0	3.0	0	2.0	4.0	2.0	4.0
39405	10	3.0	1.0	1	2.0	4.0	2.0	3.0
39406	10	3.0	3.0	0	2.0	4.0	2.0	1.0
39408	10	3.0	1.0	1	2.0	2.0	4.0	4.0
39411	10	1.0	1.0	1	2.0	4.0	2.0	2.0
39412	10	3.0	1.0	1	2.0	4.0	2.0	3.0
39413	10	3.0	1.0	1	2.0	4.0	2.0	2.0
39414	10	3.0	1.0	1	2.0	4.0	2.0	3.0
39415	10	3.0	1.0	2	2.0	4.0	2.0	2.0
39417	10	3.0	1.0	0	2.0	4.0	2.0	3.0
39418	10	3.0	1.0	1	2.0	4.0	4.0	2.0
39419	10	3.0	1.0	2	2.0	4.0	4.0	3.0
39420	10	3.0	1.0	1	2.0	4.0	2.0	3.0
39421	10	1.0	1.0	0	2.0	4.0	4.0	2.0
39423	10	1.0	1.0	2	2.0	4.0	2.0	4.0
39424	10	1.0	1.0	1	2.0	4.0	2.0	3.0
39425	10	3.0	1.0	2	2.0	4.0	4.0	2.0
39427	10	1.0	1.0	3	2.0	4.0	2.0	4.0
39428	10	3.0	1.0	1	2.0	4.0	2.0	3.0
39429	10	3.0	1.0	0	2.0	4.0	2.0	3.0
39430	10	3.0	1.0	1	2.0	4.0	4.0	3.0
39431	10	3.0	3.0	1	4.0	4.0	2.0	3.0
39433	10	1.0	1.0	4	2.0	4.0	2.0	4.0
39434	10	3.0	3.0	0	2.0	4.0	2.0	3.0
39437	10	1.0	1.0	1	2.0	4.0	2.0	3.0
39441	10	3.0	3.0	0	2.0	4.0	4.0	4.0
39442	10	3.0	1.0	1	2.0	4.0	4.0	3.0
39443	10	3.0	1.0	1	2.0	4.0	4.0	3.0
39445	10	3.0	1.0	1	2.0	4.0	4.0	2.0
39446	10	1.0	1.0	1	2.0	4.0	2.0	5.0
39448	10	3.0	1.0	1	2.0	4.0	2.0	2.0
39450	10	3.0	1.0	1	2.0	4.0	2.0	4.0
39456	10	3.0	3.0	0	2.0	4.0	2.0	3.0
39457	10	3.0	5.0	0	2.0	4.0	2.0	4.0
39460	10	3.0	1.0	2	2.0	4.0	4.0	4.0
39461	10	1.0	1.0	1	2.0	4.0	2.0	3.0
39462	10	1.0	1.0	1	2.0	4.0	4.0	3.0
39463	10	3.0	3.0	1	2.0	4.0	4.0	4.0
39464	10	3.0	1.0	2	2.0	4.0	2.0	5.0
39465	10	3.0	1.0	3	2.0	4.0	4.0	3.0
39466	10	3.0	1.0	2	2.0	4.0	4.0	1.0
39467	10	3.0	3.0	2	2.0	4.0	4.0	4.0
39468	10	3.0	1.0	1	2.0	4.0	2.0	4.0
39469	10	1.0	1.0	1	2.0	4.0	4.0	4.0
39471	10	3.0	1.0	1	2.0	4.0	2.0	3.0
39473	10	1.0	1.0	1	2.0	4.0	4.0	2.0
39474	10	1.0	1.0	1	2.0	4.0	2.0	5.0
39475	10	3.0	3.0	1	2.0	4.0	2.0	3.0
39476	10	3.0	1.0	1	2.0	4.0	2.0	3.0
39477	10	3.0	1.0	2	2.0	4.0	2.0	4.0
39479	10	3.0	3.0	0	2.0	4.0	4.0	3.0
39483	10	3.0	3.0	1	2.0	4.0	4.0	3.0
39485	10	3.0	3.0	0	2.0	4.0	2.0	2.0
39486	10	3.0	1.0	1	2.0	4.0	2.0	3.0
39488	10	3.0	1.0	1	2.0	4.0	4.0	2.0
39489	10	1.0	1.0	2	2.0	4.0	2.0	7.0
39490	10	3.0	1.0	1	4.0	4.0	2.0	4.0
39494	10	3.0	3.0	1	2.0	4.0	4.0	2.0
39495	10	3.0	1.0	1	2.0	4.0	2.0	1.0
39500	10	3.0	3.0	0	4.0	4.0	2.0	4.0
39501	10	3.0	1.0	1	4.0	4.0	2.0	3.0
39502	10	3.0	1.0	1	4.0	4.0	2.0	2.0
39503	10	3.0	1.0	2	2.0	4.0	2.0	4.0
39505	10	3.0	1.0	1	2.0	4.0	2.0	1.0
39507	10	3.0	3.0	0	2.0	4.0	4.0	3.0
39510	10	3.0	1.0	1	2.0	4.0	4.0	3.0
39514	10	1.0	1.0	2	2.0	4.0	2.0	3.0
39515	10	3.0	1.0	2	2.0	4.0	2.0	3.0
39519	10	3.0	1.0	1	2.0	4.0	2.0	3.0
39521	10	3.0	1.0	1	2.0	4.0	2.0	3.0
39522	10	3.0	1.0	1	2.0	4.0	2.0	3.0
39530	10	3.0	3.0	0	4.0	4.0	2.0	4.0
39531	10	3.0	1.0	1	4.0	4.0	2.0	2.0
39535	10	1.0	1.0	1	2.0	4.0	4.0	2.0
39537	10	1.0	1.0	0	2.0	4.0	4.0	2.0
39539	10	3.0	3.0	1	2.0	4.0	4.0	3.0
39541	10	3.0	3.0	0	2.0	4.0	4.0	1.0
39542	10	3.0	1.0	1	2.0	4.0	4.0	3.0
39544	10	1.0	1.0	0	2.0	4.0	2.0	4.0
39545	10	3.0	3.0	1	4.0	4.0	2.0	2.0
39549	10	3.0	3.0	1	4.0	4.0	2.0	6.0
39551	10	1.0	3.0	1	4.0	4.0	2.0	3.0
39552	10	3.0	3.0	0	4.0	4.0	2.0	3.0
39553	10	3.0	3.0	1	4.0	4.0	2.0	3.0
39557	10	1.0	3.0	1	4.0	4.0	2.0	4.0
39560	10	3.0	3.0	1	2.0	4.0	2.0	6.0
39562	10	1.0	3.0	1	2.0	4.0	2.0	4.0
39572	10	3.0	3.0	0	4.0	4.0	2.0	3.0
39579	10	3.0	3.0	1	2.0	4.0	4.0	7.0
39602	10	3.0	3.0	0	4.0	4.0	2.0	2.0
39604	10	3.0	3.0	0	4.0	4.0	2.0	3.0
39609	10	3.0	3.0	0	4.0	4.0	2.0	2.0
39610	10	3.0	5.0	0	4.0	4.0	2.0	3.0
39611	10	3.0	3.0	0	4.0	4.0	2.0	4.0
39627	10	3.0	1.0	1	4.0	4.0	2.0	5.0
39629	10	3.0	1.0	1	4.0	4.0	2.0	2.0
39631	10	3.0	1.0	1	4.0	4.0	2.0	5.0
39634	10	1.0	1.0	1	4.0	4.0	2.0	7.0
39636	10	1.0	1.0	3	2.0	4.0	2.0	5.0
39638	10	1.0	3.0	2	4.0	4.0	2.0	6.0
39648	10	1.0	1.0	2	4.0	2.0	2.0	4.0
39650	10	3.0	3.0	0	4.0	2.0	2.0	2.0
39656	10	3.0	1.0	1	4.0	2.0	4.0	3.0
39658	10	3.0	3.0	0	2.0	4.0	4.0	3.0
39667	10	3.0	3.0	2	2.0	4.0	2.0	4.0
39669	10	3.0	3.0	1	2.0	4.0	4.0	1.0
39672	10	3.0	3.0	2	2.0	4.0	2.0	4.0
39677	10	3.0	3.0	1	4.0	2.0	2.0	4.0
39678	10	3.0	3.0	0	2.0	2.0	4.0	4.0
39681	10	3.0	3.0	0	2.0	2.0	4.0	3.0
39687	10	3.0	3.0	1	2.0	2.0	4.0	3.0
39690	10	3.0	3.0	0	4.0	4.0	2.0	4.0
39691	10	3.0	1.0	1	4.0	4.0	2.0	6.0
39696	10	3.0	3.0	0	4.0	4.0	2.0	3.0
39700	10	3.0	3.0	2	4.0	4.0	2.0	3.0
39701	10	3.0	3.0	1	4.0	4.0	2.0	3.0
39705	10	3.0	3.0	0	4.0	4.0	2.0	1.0
39707	10	1.0	1.0	2	4.0	4.0	2.0	3.0
39708	10	3.0	1.0	1	2.0	4.0	2.0	2.0
39714	10	1.0	1.0	0	4.0	4.0	2.0	2.0
39715	10	3.0	1.0	0	2.0	4.0	4.0	2.0
39722	10	3.0	1.0	0	2.0	4.0	4.0	1.0
39723	10	3.0	1.0	2	2.0	4.0	4.0	2.0
39726	10	3.0	1.0	1	2.0	4.0	2.0	2.0
39734	10	3.0	1.0	1	2.0	4.0	2.0	3.0
39744	10	3.0	1.0	0	2.0	4.0	4.0	2.0
39756	10	3.0	1.0	0	2.0	4.0	4.0	2.0
39760	10	3.0	1.0	0	2.0	4.0	2.0	4.0
39779	10	3.0	3.0	0	2.0	4.0	4.0	1.0
39782	10	1.0	3.0	0	4.0	4.0	2.0	3.0
39783	10	1.0	3.0	1	4.0	4.0	2.0	4.0
39784	10	3.0	3.0	1	4.0	4.0	2.0	3.0
39786	10	3.0	3.0	2	4.0	4.0	2.0	5.0
39787	10	3.0	3.0	2	4.0	4.0	2.0	4.0
39788	10	3.0	3.0	0	4.0	4.0	2.0	3.0
39791	10	3.0	3.0	1	2.0	4.0	4.0	7.0
39798	10	3.0	3.0	1	4.0	4.0	2.0	2.0
39800	10	3.0	3.0	0	2.0	4.0	4.0	4.0
39802	10	3.0	3.0	1	4.0	4.0	2.0	4.0
39803	10	3.0	3.0	0	2.0	4.0	4.0	2.0
39804	10	3.0	3.0	0	2.0	4.0	4.0	3.0
39810	10	3.0	3.0	0	2.0	4.0	4.0	2.0
39813	10	3.0	3.0	1	4.0	4.0	2.0	2.0
39819	10	1.0	3.0	2	2.0	4.0	2.0	3.0
39821	10	3.0	3.0	0	4.0	4.0	2.0	4.0
39825	10	3.0	3.0	0	4.0	4.0	2.0	2.0
39835	10	3.0	3.0	1	4.0	4.0	2.0	5.0
39836	10	1.0	1.0	1	4.0	4.0	2.0	5.0
39837	10	3.0	3.0	1	2.0	4.0	2.0	2.0
39839	10	3.0	3.0	0	2.0	4.0	2.0	2.0
39844	10	3.0	3.0	0	4.0	4.0	2.0	4.0
39845	10	1.0	3.0	2	2.0	4.0	2.0	3.0
39846	10	3.0	3.0	2	2.0	4.0	2.0	7.0
39848	10	1.0	3.0	1	4.0	4.0	2.0	3.0
39849	10	1.0	3.0	2	2.0	4.0	2.0	5.0
39850	10	1.0	3.0	1	4.0	4.0	2.0	6.0
39851	10	1.0	3.0	3	4.0	4.0	2.0	7.0
39852	10	3.0	3.0	2	4.0	4.0	2.0	6.0
39857	10	3.0	3.0	0	4.0	4.0	2.0	3.0
39863	10	3.0	3.0	2	4.0	4.0	2.0	4.0
39867	10	3.0	3.0	0	2.0	4.0	4.0	2.0
39870	10	3.0	3.0	1	4.0	2.0	2.0	3.0
39871	10	3.0	3.0	2	4.0	4.0	2.0	3.0
39877	10	3.0	1.0	0	2.0	4.0	4.0	3.0
39879	10	3.0	3.0	0	4.0	4.0	2.0	1.0
39881	10	3.0	3.0	0	4.0	4.0	2.0	4.0
39884	10	3.0	1.0	0	2.0	4.0	4.0	2.0
39886	10	3.0	3.0	1	4.0	4.0	2.0	3.0
39917	10	3.0	1.0	1	2.0	4.0	4.0	3.0
39934	10	3.0	3.0	1	4.0	4.0	2.0	3.0
39935	10	3.0	3.0	2	4.0	4.0	2.0	2.0
39936	10	3.0	1.0	0	2.0	4.0	4.0	3.0
39938	10	3.0	3.0	0	4.0	4.0	2.0	3.0
39940	10	3.0	3.0	2	2.0	4.0	2.0	4.0
39941	10	1.0	3.0	1	2.0	4.0	2.0	2.0
39943	10	1.0	3.0	1	2.0	4.0	2.0	5.0
39944	10	3.0	5.0	1	2.0	4.0	4.0	3.0
39954	10	3.0	3.0	1	4.0	4.0	2.0	3.0
39955	10	3.0	3.0	0	2.0	4.0	4.0	2.0
39976	10	3.0	3.0	0	2.0	4.0	4.0	2.0
39983	10	3.0	5.0	0	2.0	4.0	4.0	2.0
39990	10	3.0	3.0	1	2.0	4.0	4.0	2.0
39998	10	3.0	5.0	0	2.0	4.0	4.0	3.0
39999	10	3.0	5.0	0	2.0	4.0	4.0	1.0
40002	10	3.0	3.0	0	4.0	4.0	2.0	2.0
40005	10	3.0	3.0	1	4.0	4.0	2.0	1.0
40008	10	3.0	3.0	0	2.0	4.0	4.0	1.0
40040	10	3.0	3.0	1	2.0	4.0	4.0	3.0
40049	10	3.0	3.0	1	2.0	4.0	4.0	3.0
40052	10	3.0	3.0	1	2.0	4.0	4.0	5.0
40062	10	3.0	3.0	0	2.0	4.0	4.0	3.0
40068	10	3.0	3.0	1	2.0	4.0	2.0	2.0
40069	10	3.0	3.0	0	2.0	4.0	2.0	2.0
40070	10	3.0	3.0	0	2.0	4.0	4.0	3.0
40082	10	3.0	5.0	0	2.0	4.0	2.0	2.0
40084	10	3.0	3.0	0	2.0	4.0	4.0	3.0
40087	10	3.0	3.0	0	2.0	4.0	4.0	4.0
40089	10	3.0	3.0	0	2.0	4.0	2.0	3.0
40091	10	3.0	3.0	0	4.0	4.0	2.0	2.0
40100	10	3.0	1.0	1	2.0	4.0	4.0	3.0
40103	10	3.0	3.0	1	4.0	4.0	2.0	3.0
40122	10	3.0	3.0	1	2.0	4.0	2.0	5.0
40125	10	3.0	3.0	2	2.0	4.0	2.0	3.0
40143	10	3.0	3.0	1	2.0	4.0	2.0	2.0
40144	10	3.0	1.0	1	2.0	4.0	2.0	4.0
40146	10	3.0	3.0	1	2.0	4.0	2.0	4.0
40150	10	3.0	1.0	1	4.0	4.0	2.0	1.0
40151	10	3.0	3.0	1	4.0	4.0	2.0	2.0
40152	10	1.0	1.0	1	4.0	4.0	2.0	4.0
40154	10	1.0	1.0	1	2.0	4.0	4.0	3.0
40157	10	3.0	1.0	2	4.0	4.0	2.0	3.0
40159	10	3.0	1.0	1	4.0	4.0	2.0	3.0
40161	10	1.0	1.0	1	4.0	4.0	2.0	6.0
40162	10	1.0	1.0	1	4.0	4.0	2.0	6.0
40165	10	3.0	3.0	0	2.0	4.0	2.0	3.0
40166	10	3.0	1.0	1	2.0	4.0	2.0	3.0
40169	10	3.0	1.0	1	4.0	4.0	2.0	5.0
40170	10	1.0	1.0	1	4.0	4.0	2.0	2.0
40171	10	1.0	1.0	1	4.0	4.0	2.0	5.0
40173	10	3.0	1.0	2	2.0	4.0	4.0	4.0
40174	10	3.0	1.0	1	4.0	4.0	2.0	4.0
40175	10	3.0	1.0	1	4.0	4.0	2.0	4.0
40176	10	1.0	1.0	2	2.0	4.0	2.0	3.0
40177	10	1.0	1.0	1	2.0	4.0	2.0	4.0
40178	10	1.0	1.0	1	2.0	4.0	2.0	6.0
40179	10	3.0	3.0	1	2.0	4.0	2.0	3.0
40180	10	3.0	3.0	1	4.0	4.0	2.0	4.0
40181	10	1.0	1.0	2	2.0	4.0	2.0	3.0
40183	10	1.0	1.0	3	2.0	4.0	2.0	6.0
40185	10	1.0	1.0	3	2.0	4.0	2.0	5.0
40186	10	1.0	1.0	1	2.0	4.0	2.0	3.0
40187	10	1.0	1.0	1	2.0	4.0	2.0	5.0
40188	10	1.0	1.0	1	2.0	4.0	2.0	3.0
40189	10	1.0	1.0	0	2.0	4.0	2.0	4.0
40190	10	3.0	3.0	0	4.0	4.0	2.0	3.0
40191	10	1.0	1.0	1	2.0	4.0	2.0	4.0
40193	10	3.0	1.0	2	2.0	4.0	2.0	4.0
40198	10	3.0	3.0	0	4.0	4.0	2.0	4.0
40207	10	3.0	1.0	1	2.0	4.0	2.0	2.0
40208	10	3.0	1.0	1	2.0	4.0	2.0	2.0
40210	10	3.0	3.0	0	2.0	4.0	2.0	2.0
40211	10	3.0	1.0	1	2.0	4.0	4.0	2.0
40212	10	3.0	1.0	1	2.0	4.0	4.0	3.0
40213	10	3.0	3.0	0	2.0	4.0	4.0	3.0
40218	10	3.0	1.0	1	2.0	4.0	2.0	2.0
40221	10	3.0	1.0	1	4.0	4.0	2.0	1.0
40223	10	3.0	1.0	1	4.0	4.0	2.0	3.0
40224	10	1.0	1.0	3	4.0	4.0	2.0	4.0
40225	10	3.0	1.0	1	4.0	4.0	2.0	1.0
40229	10	3.0	1.0	1	2.0	4.0	4.0	3.0
40231	10	3.0	3.0	0	2.0	4.0	4.0	2.0
40235	10	3.0	3.0	0	2.0	4.0	2.0	3.0
40236	10	3.0	3.0	1	2.0	4.0	4.0	3.0
40237	10	1.0	1.0	1	4.0	4.0	2.0	3.0
40239	10	1.0	1.0	2	4.0	4.0	2.0	2.0
40240	10	3.0	1.0	1	2.0	4.0	2.0	2.0
40243	10	3.0	1.0	1	2.0	4.0	2.0	3.0
40247	10	1.0	1.0	1	2.0	4.0	2.0	2.0
40248	10	3.0	1.0	1	4.0	4.0	2.0	4.0
40250	10	3.0	1.0	1	4.0	4.0	2.0	3.0
40251	10	3.0	1.0	1	4.0	4.0	2.0	4.0
40264	10	3.0	1.0	1	4.0	4.0	2.0	4.0
40265	10	3.0	1.0	1	4.0	4.0	2.0	2.0
40266	10	1.0	1.0	1	2.0	4.0	4.0	1.0
40267	10	3.0	1.0	1	4.0	4.0	2.0	6.0
40268	10	3.0	3.0	0	4.0	4.0	2.0	2.0
40269	10	1.0	1.0	0	2.0	4.0	4.0	3.0
40271	10	1.0	1.0	1	2.0	4.0	2.0	4.0
40272	10	3.0	1.0	1	2.0	4.0	4.0	1.0
40273	10	1.0	1.0	2	2.0	4.0	2.0	7.0
40276	10	3.0	1.0	1	2.0	4.0	4.0	3.0
40283	10	3.0	1.0	1	2.0	4.0	2.0	2.0
40284	10	1.0	3.0	0	2.0	4.0	2.0	4.0
40286	10	3.0	1.0	1	2.0	4.0	2.0	3.0
40287	10	3.0	1.0	1	2.0	4.0	2.0	4.0
40290	10	3.0	3.0	0	2.0	4.0	4.0	3.0
40291	10	3.0	1.0	1	2.0	4.0	2.0	3.0
40292	10	3.0	1.0	2	4.0	4.0	2.0	2.0
40295	10	3.0	1.0	1	4.0	4.0	2.0	6.0
40298	10	3.0	3.0	1	2.0	4.0	2.0	4.0
40302	10	1.0	1.0	1	2.0	4.0	2.0	3.0
40304	10	3.0	1.0	1	2.0	4.0	2.0	3.0
40306	10	3.0	3.0	0	2.0	4.0	4.0	2.0
40308	10	3.0	3.0	1	4.0	4.0	2.0	3.0
40309	10	3.0	1.0	1	4.0	4.0	2.0	4.0
40311	10	1.0	1.0	2	2.0	4.0	2.0	5.0
40313	10	3.0	3.0	0	2.0	4.0	2.0	2.0
40314	10	1.0	1.0	1	2.0	4.0	2.0	2.0
40316	10	3.0	3.0	1	2.0	4.0	2.0	4.0
40318	10	3.0	3.0	1	2.0	4.0	2.0	3.0
40319	10	3.0	1.0	1	2.0	4.0	2.0	7.0
40320	10	1.0	3.0	0	2.0	4.0	2.0	2.0
40321	10	3.0	1.0	1	2.0	4.0	4.0	3.0
40322	10	1.0	1.0	1	4.0	4.0	2.0	5.0
